,acceptedName,className,classGroup,classGroupNum,redlistCategory,redlistGroup,code,ias,weight
2528,Furina tristis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2529,Gabbia carinata,GASTROPODA,Invertebrate,1,Data Deficient,1,11.2,,2
2530,Gabbia kessneri,GASTROPODA,Invertebrate,1,Least Concern,2,11.2,,1
2531,Gadopsis bispinosus,ACTINOPTERYGII,Fish,2,Near Threatened,3,7.2.10,,2
2532,Gadopsis marmoratus,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Perca fluviatilis,2
2533,Galaxias arcanus,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Salmo trutta,2
2534,Galaxias auratus,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
2535,Galaxias brevipinnis,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Salmo trutta,2
2536,Galaxias fontanus,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
2537,Galaxias fuscus,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
2538,Galaxias johnstoni,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salvelinus fontinalis,12
2539,Galaxias maculatus,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Salmo trutta,2
2540,Galaxias occidentalis,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Salmo trutta,2
2541,Galaxias olidus,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Salmo trutta,2
2542,Galaxias oliros,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.1,,2
2543,Galaxias parvus,ACTINOPTERYGII,Fish,2,Vulnerable,4,8.1.2,Salmo trutta,8
2544,Galaxias pedderensis,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
2545,Galaxias rostratus,ACTINOPTERYGII,Fish,2,Critically Endangered,6,8.1.2,Gambusia holbrooki,16
2546,Galaxias tanycephalus,ACTINOPTERYGII,Fish,2,Critically Endangered,6,8.1.2,Salmo trutta,16
2547,Galaxias terenasus,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
2548,Galaxias truttaceus,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Gambusia holbrooki,2
2549,Galaxiella munda,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
2550,Galaxiella nigrostriata,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Gambusia holbrooki,12
2551,Galaxiella pusilla,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Cyprinus carpio,12
2552,Galaxiella toourtkoourt,ACTINOPTERYGII,Fish,2,Vulnerable,4,8.1.2,Gambusia holbrooki,8
2553,Galbulimima belgraveana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2554,Gallinago hardwickii,AVES,Bird,9,Least Concern,2,NA,NA,1
2555,Gallinago megala,AVES,Bird,9,Least Concern,2,NA,NA,1
2556,Gallinula mortierii,AVES,Bird,9,Least Concern,2,NA,NA,1
2557,Gallinula tenebrosa,AVES,Bird,9,Least Concern,2,NA,NA,1
2558,Gallinula ventralis,AVES,Bird,9,Least Concern,2,NA,NA,1
2559,Gallirallus philippensis,AVES,Bird,9,Least Concern,2,NA,NA,1
2560,Gallus gallus,AVES,Bird,9,Least Concern,2,8.2,,1
2561,Ganophyllum falcatum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2562,Garcinia dulcis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2563,Gardenia dacryoides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2564,Gardenia ewartii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2565,Gardenia faucicola,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2566,Gardenia fucata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2567,Gardenia megasperma,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2568,Gardenia pyriformis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2569,Gardenia resinosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2570,Gardenia scabrella,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2571,Gardenia schwarzii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2572,Gardenia tessellaris,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2573,Gardenia vilhelmii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2574,Garrodia nereis,AVES,Bird,9,Least Concern,2,8.1.2,Mus musculus,2
2575,Garuga floribunda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2576,Gastrolobium bilobum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2577,Gehyra australis,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Hemidactylus frenatus,2
2578,Gehyra borroloola,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2579,Gehyra catenata,REPTILIA,Reptile,4,Least Concern,2,2.1.3,,1
2580,Gehyra dubia,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2581,Gehyra einasleighensis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2582,Gehyra kimberleyi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2583,Gehyra koira,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2584,Gehyra lazelli,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2585,Gehyra minuta,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2586,Gehyra montium,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2587,Gehyra moritzi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2588,Gehyra multiporosa,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2589,Gehyra nana,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2590,Gehyra occidentalis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2591,Gehyra pamela,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2592,Gehyra pilbara,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2593,Gehyra pulingka,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2594,Gehyra purpurascens,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2595,Gehyra robusta,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2596,Gehyra variegata,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2597,Gehyra versicolor,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2598,Gehyra xenopus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2599,Gelochelidon macrotarsa,AVES,Bird,9,Least Concern,2,NA,NA,1
2600,Gelochelidon nilotica,AVES,Bird,9,Least Concern,2,6.3,,1
2601,Geocharax falcata,MALACOSTRACA,Invertebrate,1,Vulnerable,4,7.3,,4
2602,Geocharax tasmanicus,MALACOSTRACA,Invertebrate,1,Least Concern,2,2.1.3,,1
2603,Geocrinia laevis,AMPHIBIA,Amphibian,7,Least Concern,2,2.3.4,,1
2604,Geocrinia leai,AMPHIBIA,Amphibian,7,Least Concern,2,NA,NA,1
2605,Geocrinia rosea,AMPHIBIA,Amphibian,7,Least Concern,2,8.1.2,Batrachochytrium dendrobatidis,2
2606,Geocrinia victoriana,AMPHIBIA,Amphibian,7,Least Concern,2,NA,NA,1
2607,Geoffroyus geoffroyi,AVES,Bird,9,Least Concern,2,NA,NA,1
2608,Geopelia cuneata,AVES,Bird,9,Least Concern,2,NA,NA,1
2609,Geopelia humeralis,AVES,Bird,9,Least Concern,2,NA,NA,1
2610,Geopelia placida,AVES,Bird,9,Least Concern,2,NA,NA,1
2611,Geophaps plumifera,AVES,Bird,9,Least Concern,2,2.3.3,,1
2612,Geophaps scripta,AVES,Bird,9,Least Concern,2,NA,NA,1
2613,Geophaps smithii,AVES,Bird,9,Vulnerable,4,8.1.2,Felis catus,8
2614,Gerres filamentosus,ACTINOPTERYGII,Fish,2,Least Concern,2,9.1.3,,1
2615,Gerygone chloronota,AVES,Bird,9,Least Concern,2,NA,NA,1
2616,Gerygone fusca,AVES,Bird,9,Least Concern,2,NA,NA,1
2617,Gerygone levigaster,AVES,Bird,9,Least Concern,2,NA,NA,1
2618,Gerygone magnirostris,AVES,Bird,9,Least Concern,2,NA,NA,1
2619,Gerygone mouki,AVES,Bird,9,Least Concern,2,11.1,,1
2620,Gerygone olivacea,AVES,Bird,9,Least Concern,2,NA,NA,1
2621,Gerygone palpebrosa,AVES,Bird,9,Least Concern,2,NA,NA,1
2622,Gerygone tenebrosa,AVES,Bird,9,Least Concern,2,NA,NA,1
2623,Gevuina bleasdalei,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.3.5,,1
2624,Giuris margaritacea,ACTINOPTERYGII,Fish,2,Least Concern,2,5.4.1,,1
2625,Glacidorbis hedleyi,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
2626,Glaphyromorphus cracens,REPTILIA,Reptile,4,Least Concern,2,2.3.3,,1
2627,Glaphyromorphus crassicaudus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2628,Glaphyromorphus darwiniensis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2629,Glaphyromorphus fuscicaudis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2630,Glaphyromorphus mjobergi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2631,Glaphyromorphus nigricaudis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2632,Glaphyromorphus pumilus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2633,Glaphyromorphus punctulatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2634,Gliciphila melanops,AVES,Bird,9,Least Concern,2,11.1,,1
2635,Glochidion apodogynum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2636,Glochidion disparipes,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2637,Glochidion hylandii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2638,Glochidion sessiliflorum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2639,Glochidion zeylanicum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2640,Glossamia aprion,ACTINOPTERYGII,Fish,2,Least Concern,2,2.1.4,,1
2641,Glossogobius aureus,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2642,Glossogobius bellendenensis,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.1,,12
2643,Glossogobius bicirrhosus,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2644,Glossogobius circumspectus,ACTINOPTERYGII,Fish,2,Least Concern,2,5.4.1,,1
2645,Glossogobius concavifrons,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2646,Glossogobius giuris,ACTINOPTERYGII,Fish,2,Least Concern,2,7.2.3,,1
2647,Glossogobius illimis,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2648,Glossogobius munroi,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2649,Glossogobius nanus,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2650,Glycosmis macrophylla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2651,Glycosmis trifoliata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2652,Glyphis garricki,CHONDRICHTHYES,Fish,2,Critically Endangered,6,5.4.4,,8
2653,Glyphis glyphis,CHONDRICHTHYES,Fish,2,Endangered,5,5.4.4,,6
2654,Glyptophysa aliciae,GASTROPODA,Invertebrate,1,Least Concern,2,11.2,,1
2655,Glyptophysa georgiana,GASTROPODA,Invertebrate,1,Data Deficient,1,2.3.4,,2
2656,Glyptophysa gibbosa,GASTROPODA,Invertebrate,1,Least Concern,2,2.3.4,,1
2657,Gmelina dalrympleana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2658,Gobiomorphus australis,ACTINOPTERYGII,Fish,2,Least Concern,2,7.2.10,,1
2659,Gobiomorphus coxii,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
2660,Gowidon longirostris,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
2661,Gowidon temporalis,REPTILIA,Reptile,4,Least Concern,2,7.1.1,,1
2662,Grallina cyanoleuca,AVES,Bird,9,Least Concern,2,NA,NA,1
2663,Gramastacus insolitus,MALACOSTRACA,Invertebrate,1,Near Threatened,3,4.1,,2
2664,Grantiella picta,AVES,Bird,9,Vulnerable,4,8.1.1,,8
2665,Graphium macfarlanei,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
2666,Graphium macleayanus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
2667,Grevillea acacioides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2668,Grevillea acanthifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.3,,1
2669,Grevillea acerata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
2670,Grevillea acrobotrya,MAGNOLIOPSIDA,Plant,3,Endangered,5,3.2,,6
2671,Grevillea acuaria,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2672,Grevillea agrifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2673,Grevillea albiflora,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2674,Grevillea alpina,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2675,Grevillea amplexans,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2676,Grevillea anethifolia,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2677,Grevillea aneura,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2678,Grevillea angulata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2679,Grevillea angustiloba,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,2.1.3,,8
2680,Grevillea annulifera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2681,Grevillea aquifolium,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2682,Grevillea arenaria,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2683,Grevillea argyrophylla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2684,Grevillea armigera,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,2.1.3,,2
2685,Grevillea asparagoides,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
2686,Grevillea aspera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2687,Grevillea aspleniifolia,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.1,,4
2688,Grevillea asteriscosa,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
2689,Grevillea aurea,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2690,Grevillea australis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2691,Grevillea baileyana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2692,Grevillea banksii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2693,Grevillea banyabba,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2694,Grevillea baueri,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,11.2,,4
2695,Grevillea baxteri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2696,Grevillea beadleana,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2697,Grevillea beardiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2698,Grevillea benthamiana,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,7.1.3,,4
2699,Grevillea berryana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2700,Grevillea biformis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2701,Grevillea bipinnatifida,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2702,Grevillea biternata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2703,Grevillea brachystachya,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2704,Grevillea brachystylis,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2705,Grevillea brevifolia,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Rusa unicolor,8
2706,Grevillea brevis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2707,Grevillea bronweniae,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2708,Grevillea buxifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.1,,1
2709,Grevillea byrnesii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2710,Grevillea cagiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2711,Grevillea candelabroides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2712,Grevillea candicans,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2713,Grevillea candolleana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2714,Grevillea capitellata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2715,Grevillea centristigma,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2716,Grevillea ceratocarpa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2717,Grevillea cheilocarpa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.1,,1
2718,Grevillea cirsiifolia,MAGNOLIOPSIDA,Plant,3,Data Deficient,1,8.1.1,,4
2719,Grevillea coccinea,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2720,Grevillea commutata,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
2721,Grevillea concinna,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2722,Grevillea costata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2723,Grevillea crassifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2724,Grevillea crithmifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2725,Grevillea cunninghamii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2726,Grevillea curviloba,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
2727,Grevillea cyranostigma,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2728,Grevillea decipiens,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2729,Grevillea decora,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2730,Grevillea decurrens,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2731,Grevillea deflexa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2732,Grevillea depauperata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2733,Grevillea didymobotrya,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2734,Grevillea dielsiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2735,Grevillea diffusa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2736,Grevillea dilatata,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2737,Grevillea dimidiata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2738,Grevillea diminuta,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.1,,4
2739,Grevillea disjuncta,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2740,Grevillea diversifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2741,Grevillea dolichopoda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2742,Grevillea drummondii,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2743,Grevillea dryandri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2744,Grevillea dryandroides,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2745,Grevillea dunlopii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2746,Grevillea endlicheriana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2747,Grevillea epicroca,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,NA,NA,2
2748,Grevillea erectiloba,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,4.1,,4
2749,Grevillea eremophila,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2750,Grevillea erinacea,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2751,Grevillea eriobotrya,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
2752,Grevillea eriostachya,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2753,Grevillea eryngioides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2754,Grevillea erythroclada,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2755,Grevillea evanescens,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2756,Grevillea evansiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,6.1,,1
2757,Grevillea excelsior,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2758,Grevillea exposita,MAGNOLIOPSIDA,Plant,3,Data Deficient,1,NA,NA,2
2759,Grevillea extorris,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2760,Grevillea fasciculata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2761,Grevillea fastigiata,MAGNOLIOPSIDA,Plant,3,Endangered,5,4.1,,6
2762,Grevillea fistulosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2763,Grevillea floribunda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2764,Grevillea florida,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2765,Grevillea formosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2766,Grevillea georgeana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
2767,Grevillea glabrescens,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2768,Grevillea glauca,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2769,Grevillea globosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2770,Grevillea glossadenia,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,3.2,,2
2771,Grevillea goodii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2772,Grevillea gordoniana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2773,Grevillea granulifera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2774,Grevillea granulosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2775,Grevillea guthrieana,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
2776,Grevillea hakeoides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2777,Grevillea halmaturina,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
2778,Grevillea haplantha,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2779,Grevillea heliosperma,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2780,Grevillea helmsiae,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2781,Grevillea hilliana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
2782,Grevillea hirtella,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2783,Grevillea hookeriana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2784,Grevillea huegelii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2785,Grevillea humilis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2786,Grevillea ilicifolia,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,7.1.3,,4
2787,Grevillea inconspicua,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2788,Grevillea incrassata,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2789,Grevillea incurva,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,2.1.3,,8
2790,Grevillea insignis,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2791,Grevillea intricata,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
2792,Grevillea involucrata,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
2793,Grevillea irrasa,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
2794,Grevillea johnsonii,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,7.1.3,,2
2795,Grevillea juncifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Oryctolagus cuniculus,2
2796,Grevillea juniperina,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
2797,Grevillea kedumbensis,MAGNOLIOPSIDA,Plant,3,Endangered,5,7.1.3,,6
2798,Grevillea kennedyana,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.2.1,,6
2799,Grevillea lanigera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
2800,Grevillea latifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2801,Grevillea laurifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
2802,Grevillea lavandulacea,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
2803,Grevillea leiophylla,MAGNOLIOPSIDA,Plant,3,Endangered,5,1.1,,6
2804,Grevillea leptobotrys,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2805,Grevillea leptopoda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2806,Grevillea leucopteris,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2807,Grevillea levis,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
2808,Grevillea linearifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
2809,Grevillea longicuspis,MAGNOLIOPSIDA,Plant,3,Endangered,5,1.1,,6
2810,Grevillea longifolia,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.4.1,,2
2811,Grevillea longistyla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
2812,Grevillea macleayana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
2813,Grevillea makinsonii,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
